,x_avg,y_avg,z_avg,theta_x,theta_y,sigma_x,sigma_y,sigma_z,z_fwhm,sigma_px,sigma_py,alpha_x,alpha_y,beta_x,beta_y,gamma_x,gamma_y,emitt_nx,emitt_ny,emitt_nx_sl,emitt_ny_sl,ene_avg,rel_ene_sp,rel_ene_sp_sl,i_peak,q,laser_dE,laser_dzfoc,laser_dtau,laser_dT,laser_dx,laser_dy,beam_theta_x,beam_theta_y
24,1.7618594999894496e-06,9.75252243663042e-07,0.006127374482298152,-0.0007156224410559825,-0.0009220432871824293,2.0493524327293916e-06,1.1187500665617037e-06,2.1312395490619307e-05,4.7347557531952564e-05,0.0026361705888425786,0.0013498367386736462,-0.3944263011327304,-0.6303799255752045,0.0008347276255195905,0.0008591383397804663,1384.3702684524687,1626.4887572416678,4.844737304665614e-06,1.4024969914316898e-06,2.676477430575147e-06,5.866403407676961e-07,962.1296754644814,0.0017022479350418806,0.0006039889989422154,169.0243380771337,-2.980267579736973e-11,0.9523293541704906,111.10566985605045,0.6590497961002102,-8.137191703081287,3.011596401478145,2.101411018235298,0.40547583640177787,0.5222210473536294
25,-4.318870542356942e-06,-4.85371716649028e-06,0.006121738769036983,0.0030061454518177,0.003584136329959338,2.468959324307683e-06,1.5477096794611936e-06,2.031125913160113e-05,4.681994950957863e-05,0.002835561843316244,0.0015515474760130466,-0.3682039047645002,-0.5595448377696102,0.0009588872422878947,0.0010730263522232115,1184.2624089714216,1223.7261673527564,6.135855073807761e-06,2.152557499357499e-06,2.8866832391905614e-06,7.583336465748282e-07,964.9023423381839,0.0024702839189128683,0.0006858914168344322,190.67445085229446,-3.289566070325897e-11,-0.20043909589446332,82.40056184504077,-0.5623054310190898,9.774390375045172,-6.659758332586241,-8.803442801993917,-0.8253606329120501,-0.44527779208152424
26,2.652487750031332e-06,-1.5422175054095672e-06,0.0061259500246482485,-0.0016791696894937545,0.0009325939057502422,2.6080301418502e-06,1.560049370881012e-06,2.3161031998156465e-05,7.120196824017457e-05,0.0023764410877523986,0.0011767949687838,-0.36337682232118484,-0.507784486262656,0.0011727822959526543,0.0013274266916979906,965.2624522957011,947.5815819855521,5.60185753784026e-06,1.7689919786789687e-06,2.5757201028951716e-06,6.32920181723088e-07,964.0692066790048,0.0038537391613985366,0.0008462108935028335,94.37979870247973,-2.1086695794207326e-11,-0.559557699279864,195.6078903703642,-0.32649949807818424,-6.71337894688718,5.57191488389896,-2.9326196941079625,-0.6184266882706987,0.43791946382464975
27,5.077650589929436e-06,1.3504449126339808e-06,0.006112073221131935,-0.0031757193807900046,-0.0011068793841783413,2.566145989006884e-06,1.015491085462373e-06,2.111018695982196e-05,6.136902338962913e-05,0.0026497579346411214,0.0011050382526530517,-0.18323030760346726,-0.5633030464876236,0.0009898343864629176,0.0008892986037074105,1044.1881589079167,1481.2913420649518,6.399594894901384e-06,1.1167036291226395e-06,3.606311679081198e-06,8.862769193821903e-07,963.4468846460092,0.002149268723759749,0.0007531298324811628,188.73447483756857,-3.572733714371821e-11,0.31168108828901636,-43.49566829552277,1.4075400002412286,0.6455078985536272,8.0847479942865,2.5137044099995216,0.7794027703099297,0.054701348212714086
28,-1.3583135922372814e-06,-4.899756931597667e-07,0.006121441067971971,0.001705823020273403,0.0003740125780066149,2.0364904610101245e-06,9.063989155901723e-07,2.3927190216189564e-05,7.320422750114325e-05,0.0024680953311841847,0.0008317781778213498,-0.16685418333627866,-0.3710737195017843,0.0008445733915951962,0.0009591617745985962,1216.9934889322917,1186.1353688547565,4.742873898067046e-06,8.269254863080278e-07,2.3415236235650635e-06,4.826119449013212e-07,965.4752190268264,0.0013352338810066118,0.0005081396201719083,72.08099721261041,-1.6894208556040794e-11,-0.6098721984895163,244.93686490613973,-0.5457741679825677,-0.9941893144444837,-3.5019925246062735,-1.0169722448227922,0.12133472054089729,0.10091508943700202
29,-3.0914902248370897e-06,-2.0153142094648506e-06,0.006129941859239133,0.0024016911494358167,0.0010068152594885503,2.8341513797161433e-06,1.6990181351812777e-06,2.2921225358053073e-05,6.297567003791561e-05,0.002931716370721097,0.0012025008623531967,-0.10232456465159406,-0.5072131339987205,0.000975920497440658,0.0013963770978301102,1035.4022885891695,900.3765281273387,7.930952961032744e-06,1.9934941519750282e-06,2.7381058927813683e-06,6.202243623121062e-07,963.6358640443444,0.0032999485546116574,0.0009441168809309955,110.86564006361276,-2.3280077667346408e-11,0.33051014379934646,179.2158208975567,-0.12046457178850745,-6.165603677232133,-5.911590632548168,-3.3287725909956327,-0.837097903809466,0.41251491221949294
30,-2.1866342318216873e-06,1.748398021772186e-06,0.006115385317646791,0.001769235423472683,-0.001207221437362635,2.175115417719489e-06,1.132675017507999e-06,2.2017433018614498e-05,6.0344995365824855e-05,0.002956117256360814,0.0011269491574660874,-0.39110516221914676,-0.5514094630856138,0.0008210374375530377,0.0009917140878878301,1404.276096533035,1314.9479390352903,5.54704456590116e-06,1.2451893098841538e-06,2.823843548557398e-06,8.159715061778196e-07,961.9926801634484,0.0015144237107646164,0.0006744623318240249,203.93461422898585,-3.9817537927347336e-11,-0.24910678181553905,-31.098497830285087,-0.0018914828380037015,-6.98310212297716,-4.30658180388021,3.373557628439862,0.3092695653931466,-0.22158596535031888
31,-9.647772983649944e-06,7.1777037477759415e-06,0.006120479287137691,0.0032632502462607723,-0.001793934405753971,2.8843049984680727e-06,2.10892615499377e-06,2.064676271953308e-05,5.9492189381592404e-05,0.0032238068085120703,0.0017539434147744227,-0.5622889823153183,-1.0201624566625795,0.0010308813884312205,0.0015944958223626622,1276.7413539554943,1279.860009266097,7.783382898196578e-06,2.691898771445267e-06,2.5802642664473192e-06,1.2067760280801894e-06,963.0137815380052,0.003195279711000295,0.0009044547392020496,137.8122381785883,-2.890958696846988e-11,0.9052674570627282,-130.57269225577375,-0.34498721015497946,-1.1541987156773472,-13.9654250007327,9.687644068080399,0.18316600727002913,-0.5222946909538958
32,4.7670947846390046e-07,-3.998242483559276e-06,0.0061263440998339256,0.00032501684740893227,0.0030926735590376024,2.038390044885998e-06,1.4848210589219838e-06,2.045159670354093e-05,4.2483739575251145e-05,0.0027737717761626215,0.0012867639928147976,-0.4591425932028602,-0.797917753694332,0.0008173806660443301,0.001302267159694204,1481.331735863911,1256.7872340764006,4.898023235000437e-06,1.6306844372593332e-06,2.833847449956698e-06,7.164184880986095e-07,962.4471620785223,0.0018248350810199086,0.0006537144181537985,211.814054283758,-3.489017146565909e-11,1.0255867214287222,58.566200017238245,0.4295261400219645,-3.0349919910002305,0.531113620176089,-7.628401581146789,0.39751304721242237,-0.18721915942161033
33,1.0211438399478415e-06,-1.484562987214209e-06,0.006121850745171949,-0.00015616634902562354,0.0016095947142347096,1.911408661845709e-06,1.5911933367450304e-06,2.111543166591648e-05,4.604019000008924e-05,0.002523967553315029,0.001599287971246242,-0.42941672775329653,-0.7265996489984778,0.0008235333954637171,0.0011382927157037584,1438.1914960563738,1342.3147041576613,4.282640929886838e-06,2.149558895325754e-06,2.517498396072567e-06,6.024913414994212e-07,964.4708751133015,0.0014464141248731494,0.0005399014224475203,154.3994700192611,-2.872200151304396e-11,0.06702409827731157,120.20548621997058,0.28474811084905793,1.312337227316343,1.3824965241109184,-3.666358019476564,0.4180023597171344,0.7716795554022419
34,-4.388515251961395e-06,3.2292788886694277e-06,0.0061301087248282525,0.0028792637886373962,-0.0020899932691035242,2.5988544639835504e-06,1.3386732783476518e-06,2.133227279843223e-05,4.506856040147403e-05,0.00276934839248654,0.0018629532335739342,-0.3760951415050848,-0.5489411465176509,0.001011410400659211,0.0007592370164443852,1128.570118242569,1714.0054477776334,6.431892870750744e-06,2.2725344024365768e-06,2.921373448091701e-06,6.575898890719052e-07,962.4147459430345,0.0023645027647306747,0.0008264507301544785,184.86477693313117,-3.2001574397827394e-11,0.37940283004896547,88.49088144648833,-0.8772815189181883,-4.338936114364628,-7.2043801214592,6.161265354142181,-0.12708993380368416,0.6999219712404929
35,1.8949655475047465e-07,5.399366792831855e-07,0.006111367777235016,-1.06380091312301e-05,-0.0005323366851158975,1.7895839417984504e-06,8.737238020752708e-07,2.25171001607527e-05,6.0807505035240586e-05,0.0026891806044800374,0.00113811290872015,-0.15735871353785405,-0.5251262911868055,0.0006852370417910479,0.0007331272218164078,1495.4850690029875,1740.1585751171156,4.507419816945912e-06,1.00429235772026e-06,2.775462052354208e-06,8.044482359108375e-07,964.4027838787953,0.0013110846519762602,0.0005925414425477938,192.1647123303021,-3.9617453098688144e-11,-0.39095584134340033,-43.750898282858095,0.0954250871912577,4.607250343297557,0.3037509789975337,1.0556237750385837,0.008263783652807805,0.08859386013798021
36,1.2273966883707084e-06,-1.6828140535253555e-06,0.006115600514355656,-0.0007976862658504194,0.0016368896280313336,1.9339034184910726e-06,1.0975743738565104e-06,2.060079583083473e-05,4.946937182845508e-05,0.002438528172532035,0.001087615720952136,-0.18679125028209345,-0.5353078000155043,0.0008206149832786583,0.0010060971384054907,1261.1163484331935,1278.7576782063313,4.389611149235861e-06,1.1533461474755313e-06,2.858461927270185e-06,7.663798450065008e-07,963.1082868344006,0.0016325207593142058,0.00060861444803207,211.54218589911255,-3.7794724996157526e-11,-0.5582350089423722,8.09271009732786,-0.18657899351146628,-0.28412240442923653,2.461682779683244,-3.403390705044429,-0.0422540137023149,-0.1486809413867518
37,5.79814875328491e-06,-4.048901272747923e-06,0.00612868234820459,-0.002979251780016487,0.0025444823223596375,2.5945986271199567e-06,1.413967227186132e-06,2.018712639780576e-05,4.1573440952385327e-05,0.0025870644889211636,0.0015734383615429017,-0.4691345526707404,-0.5643116594587226,0.0011090606456110885,0.0009370160411338247,1100.108667039855,1407.0705208052639,5.858238182554487e-06,2.0566137663990958e-06,3.1030724829722938e-06,8.159209518547094e-07,963.6334113420976,0.0032945634992842736,0.000860537297601428,194.70370473143242,-3.1995998349437166e-11,0.20865100248743126,78.47706510155895,-0.9554252623736892,2.929552155513078,10.328916601094171,-7.355784629163125,-0.41508594765755696,-0.44028879992208547
